X,Y,OBJECTID,NCESSCH,SURVYEAR,STABR,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LSTREET2,LCITY,LSTATE,LZIP,LZIP4,PHONE,CHARTER_TEXT,MAGNET_TEXT,VIRTUAL,GSLO,GSHI,SCHOOL_LEVEL,TITLEI,STITLEI,STATUS,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,ULOCALE,NMCNTY,TOTFRL,FRELCH,REDLCH,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,UG,AE,TOTMENROL,TOTFENROL,TOTAL,MEMBER,FTE,STUTERATIO,AMALM,AMALF,AM,ASALM,ASALF,AS,BLALM,BLALF,BL,HPALM,HPALF,HP,HIALM,HIALF,HI,TRALM,TRALF,TR,WHALM,WHALF,WH,LATCOD,LONCOD
-122.63874,47.57327,93992,530066000000.0,2020-2021,WA,5300660,WA-18100,Bremerton School District,Bremerton High School,1500 13th Street,,Bremerton,WA,98337,1370,(360)473-0800,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,13-City: Small,Kitsap County,710.0,577.0,133.0,,,,,,,,,,,312.0,301.0,285.0,297.0,,,,,,1195.0,1195.0,65.44999695,18.26,5.0,9.0,14.0,32.0,32.0,64.0,42.0,40.0,82.0,21.0,10.0,31.0,123.0,102.0,225.0,90.0,82.0,172.0,326.0,280.0,606.0,47.57327,-122.63874
-119.78765,48.093937,94005,530069000000.0,2020-2021,WA,5300690,WA-24111,Brewster School District,Brewster High School,503 S. 7th St.,,BREWSTER,WA,98812,    ,(509)689-3449,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,43-Rural: Remote,Okanogan County,228.0,228.0,0.0,,,,,,,,,,,79.0,73.0,63.0,58.0,,,,,,273.0,273.0,13.98999977,19.51,3.0,,3.0,,1.0,1.0,,,,,,,124.0,112.0,236.0,,2.0,2.0,16.0,15.0,31.0,48.093937,-119.787653
-119.6759,48.0068,94009,530072000000.0,2020-2021,WA,5300720,WA-09075,Bridgeport School District,Bridgeport High School,1220 Kryger Ave,,BRIDGEPORT,WA,98813,    ,(509)686-8770,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,43-Rural: Remote,Douglas County,206.0,206.0,0.0,,,,,,,,,,,55.0,54.0,56.0,52.0,,,,,,217.0,217.0,15.5,14.0,,,,,,,,,,,,,97.0,109.0,206.0,,,,7.0,4.0,11.0,48.0068,-119.6759
-122.3375,48.477778,94014,530078000000.0,2020-2021,WA,5300780,WA-29100,Burlington-Edison School District,Burlington Edison High School,301 N BURLINGTON BLVD,,BURLINGTON,WA,98233,1199,(360)757-4074,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,23-Suburb: Small,Skagit County,523.0,416.0,107.0,,,,,,,,,,,292.0,293.0,292.0,256.0,,,,,,1133.0,1133.0,56.90000153,19.91,2.0,5.0,7.0,9.0,9.0,18.0,4.0,2.0,6.0,3.0,3.0,6.0,242.0,225.0,467.0,22.0,22.0,44.0,323.0,261.0,584.0,48.477778,-122.337499
-122.3986,45.6123,94029,530081000000.0,2020-2021,WA,5300810,WA-06117,Camas School District,Camas High School,26900 SE 15TH ST,,Camas,WA,98607,7296,(360)833-5750,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,21-Suburb: Large,Clark County,276.0,227.0,49.0,,,,,,,,,,,569.0,529.0,505.0,577.0,,,,,,2180.0,2180.0,97.90000153,22.27,4.0,2.0,6.0,96.0,98.0,194.0,11.0,7.0,18.0,1.0,2.0,3.0,124.0,99.0,223.0,78.0,109.0,187.0,804.0,744.0,1548.0,45.6123,-122.3986
-122.4012,45.592653,94030,530081000000.0,2020-2021,WA,5300810,WA-06117,Camas School District,Hayes Freedom High School,1919 NE Ione St,,Camas,WA,98607,    ,(360)833-5602,No,No,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,21-Suburb: Large,Clark County,41.0,32.0,9.0,,,,,,,,,,,21.0,19.0,39.0,41.0,,,,,,120.0,120.0,9.829999924,12.21,,1.0,1.0,,,,,,,,,,10.0,8.0,18.0,3.0,2.0,5.0,39.0,57.0,96.0,45.592653,-122.401196
-122.46213,45.594008,94035,530081000000.0,2020-2021,WA,5300810,WA-06117,Camas School District,Discovery High School,5125 NW Nan Henriksen Way,,Camas,WA,98607,    ,(360)833-5790,No,No,Not Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,21-Suburb: Large,Clark County,28.0,21.0,7.0,,,,,,,,,,,62.0,52.0,61.0,0.0,,,,,,175.0,175.0,15.60000038,11.22,1.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,9.0,14.0,2.0,5.0,7.0,92.0,56.0,148.0,45.594008,-122.462125
-124.6224,48.3632,94038,530084000000.0,2020-2021,WA,5300840,WA-05401,Cape Flattery School District,Neah Bay Junior/ Senior High School,3560 Deer Street,,Neah Bay,WA,98357,86,(360)645-2221,No,No,Supplemental Virtual,6,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,43-Rural: Remote,Clallam County,131.0,112.0,19.0,,,,,,,,26.0,30.0,32.0,19.0,21.0,28.0,35.0,,,,,,191.0,191.0,14.27999973,13.38,51.0,62.0,113.0,,,,,,,,,,17.0,18.0,35.0,18.0,21.0,39.0,1.0,3.0,4.0,48.3632,-124.6224
-120.6545,47.6018,94045,530095000000.0,2020-2021,WA,5300950,WA-04228,Cascade School District,Cascade High School,10190 Chumstick Hwy,,Leavenworth,WA,98826,9113,(509)548-5277,No,No,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,32-Town: Distant,Chelan County,166.0,135.0,31.0,,,,,,,,,,,104.0,93.0,102.0,107.0,,,,,,406.0,406.0,24.10000038,16.85,3.0,2.0,5.0,1.0,2.0,3.0,2.0,1.0,3.0,,,,65.0,65.0,130.0,10.0,3.0,13.0,140.0,111.0,251.0,47.6018,-120.6545
-120.4791,47.513,94049,530096000000.0,2020-2021,WA,5300960,WA-04222,CASHMERE SCHOOL DISTRICT,CASHMERE HIGH SCHOOL,329 Tigner Road,,Cashmere,WA,98815,1249,(509)782-2914,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,31-Town: Fringe,Chelan County,189.0,145.0,44.0,,,,,,,,,,1.0,128.0,112.0,115.0,130.0,,,,,,486.0,486.0,26.97999954,18.01,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,92.0,106.0,198.0,11.0,8.0,19.0,123.0,137.0,260.0,47.513,-120.4791
-122.91757,46.282336,94053,530099000000.0,2020-2021,WA,5300990,WA-08401,Castle Rock School District,Castle Rock High School,5180 WESTSIDE HWY,,CASTLE ROCK,WA,98611,    ,(360)501-2930,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,31-Town: Fringe,Cowlitz County,218.0,172.0,46.0,,,,,,,,,,,121.0,111.0,96.0,109.0,,,,,,437.0,437.0,22.5,19.42,1.0,2.0,3.0,,3.0,3.0,1.0,,1.0,2.0,,2.0,17.0,23.0,40.0,5.0,9.0,14.0,192.0,182.0,374.0,46.282336,-122.917566
-122.70013,47.653864,94057,530108000000.0,2020-2021,WA,5301080,WA-18401,Central Kitsap School District,Central Kitsap High School,10140 FRONTIER PL NW,,SILVERDALE,WA,98383,    ,(360)662-2400,No,No,Not Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,13-City: Small,Kitsap County,195.0,146.0,49.0,,,,,,,,,,,399.0,427.0,331.0,326.0,,,,,,1483.0,1483.0,63.56999969,23.33,2.0,6.0,8.0,48.0,54.0,102.0,30.0,21.0,51.0,10.0,9.0,19.0,123.0,108.0,231.0,136.0,133.0,269.0,383.0,420.0,803.0,47.653864,-122.700125
-122.6651,47.6257,94067,530108000000.0,2020-2021,WA,5301080,WA-18401,Central Kitsap School District,Olympic High School,7077 STAMPEDE BLVD NW,,BREMERTON,WA,98311,    ,(360)662-2700,No,No,Not Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,22-Suburb: Mid-size,Kitsap County,271.0,238.0,33.0,,,,,,,,,,,265.0,284.0,243.0,261.0,,,,,,1053.0,1053.0,49.75,21.17,1.0,1.0,2.0,46.0,34.0,80.0,16.0,22.0,38.0,14.0,10.0,24.0,96.0,87.0,183.0,108.0,92.0,200.0,271.0,255.0,526.0,47.6257,-122.6651
-122.7542,47.6287,94072,530108000000.0,2020-2021,WA,5301080,WA-18401,Central Kitsap School District,Klahowya Secondary,7607 NW NEWBERRY HILL RD,,SILVERDALE,WA,98383,7313,(360)662-4000,No,No,Supplemental Virtual,6,12,High,2-No,N,1,Regular school,Currently operational ,41-Rural: Fringe,Kitsap County,154.0,120.0,34.0,,,,,,,,115.0,127.0,123.0,137.0,143.0,126.0,139.0,,,,,,910.0,910.0,44.20000076,20.59,1.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,6.0,,1.0,1.0,49.0,35.0,84.0,44.0,65.0,109.0,334.0,370.0,704.0,47.6287,-122.7542
-117.1934,47.6492,94079,530111000000.0,2020-2021,WA,5301110,WA-32356,Central Valley School District,Central Valley High School,821 S Sullivan Rd,,Spokane Valley,WA,99037,8826,(509)558-5100,No,No,Supplemental Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,12-City: Mid-size,Spokane County,499.0,353.0,146.0,,,,,,,,,,,610.0,571.0,566.0,538.0,,,,,,2285.0,2285.0,98.66000366,23.16,7.0,4.0,11.0,37.0,36.0,73.0,22.0,23.0,45.0,13.0,10.0,23.0,27.0,22.0,49.0,44.0,59.0,103.0,993.0,986.0,1979.0,47.6492,-117.1934
-117.20121,47.658481,94089,530111000000.0,2020-2021,WA,5301110,WA-32356,Central Valley School District,Mica Peak High School,15111 E Sprague Ave,Suite B,Spokane Valley,WA,99037,8579,(509)558-5950,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Alternative Education School,Currently operational ,12-City: Mid-size,Spokane County,61.0,52.0,9.0,,,,,,,,,,,15.0,20.0,53.0,52.0,,,,,,140.0,140.0,14.25,9.82,1.0,2.0,3.0,,,,1.0,1.0,2.0,,,,1.0,3.0,4.0,5.0,6.0,11.0,58.0,61.0,119.0,47.658481,-117.201206
-117.237,47.6267,94091,530111000000.0,2020-2021,WA,5301110,WA-32356,Central Valley School District,University High School,12420 E 32nd Ave,,Spokane Valley,WA,99216,140,(509)558-6040,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,12-City: Mid-size,Spokane County,493.0,325.0,168.0,,,,,,,,,,,424.0,415.0,401.0,381.0,,,,,,1621.0,1621.0,82.23999786,19.71,9.0,10.0,19.0,9.0,11.0,20.0,20.0,20.0,40.0,5.0,6.0,11.0,14.0,21.0,35.0,50.0,50.0,100.0,718.0,677.0,1395.0,47.6267,-117.237
-117.26027,47.655647,94104,530111000000.0,2020-2021,WA,5301110,WA-32356,Central Valley School District,Stem Academy at SVT,115 S. University Road,,Spokane Valley,WA,99206,    ,(509)558-6500,No,No,Not Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,12-City: Mid-size,Spokane County,32.0,18.0,14.0,,,,,,,,,,,47.0,49.0,35.0,42.0,,,,,,173.0,173.0,8.800000191,19.66,,,,1.0,,1.0,1.0,,1.0,,,,,,,6.0,3.0,9.0,114.0,48.0,162.0,47.655647,-117.260274
-123.0022,46.7265,94107,530114000000.0,2020-2021,WA,5301140,WA-21401,Centralia School District,Centralia High School,813 Eshom Road,,Centralia,WA,98531,1515,(360)330-7605,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,41-Rural: Fringe,Lewis County,694.0,611.0,83.0,,,,,,,,,,,252.0,257.0,215.0,222.0,,,,,,946.0,946.0,40.09999847,23.59,3.0,4.0,7.0,7.0,5.0,12.0,10.0,5.0,15.0,2.0,,2.0,171.0,174.0,345.0,20.0,18.0,38.0,282.0,245.0,527.0,46.7265,-123.0022
-122.96098,46.649772,94115,530117000000.0,2020-2021,WA,5301170,WA-21302,Chehalis School District,Green Hill Academic School,375 SW 11th Street,,Chehalis,WA,98532,    ,(360)740-3520,No,No,Not Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,32-Town: Distant,Lewis County,46.0,41.0,5.0,,,,,,,,,,,0.0,1.0,3.0,109.0,,,,,,113.0,113.0,11.17000008,10.12,1.0,0.0,1.0,1.0,0.0,1.0,17.0,0.0,17.0,6.0,0.0,6.0,45.0,0.0,45.0,23.0,0.0,23.0,20.0,0.0,20.0,46.649772,-122.960983
-122.9493,46.6495,94116,530117000000.0,2020-2021,WA,5301170,WA-21302,Chehalis School District,W F West High School,342 SW 16th Street,,Chehalis,WA,98532,3809,(360)807-7235,No,No,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,32-Town: Distant,Lewis County,349.0,290.0,59.0,,,,,,,,,,,237.0,253.0,239.0,230.0,,,,,,959.0,959.0,47.75,20.08,4.0,,4.0,3.0,4.0,7.0,4.0,5.0,9.0,,1.0,1.0,80.0,92.0,172.0,25.0,23.0,48.0,358.0,360.0,718.0,46.6495,-122.9493
-120.02033,47.835099,94127,530120000000.0,2020-2021,WA,5301200,WA-04129,Lake Chelan School District,Chelan High School,215 Webster,,Chelan,WA,98816,    ,(509)682-4061,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,41-Rural: Fringe,Chelan County,232.0,161.0,71.0,,,,,,,,,,,106.0,100.0,113.0,105.0,,,,,,424.0,424.0,24.62999916,17.21,,,,,1.0,1.0,1.0,1.0,2.0,,,,104.0,123.0,227.0,4.0,,4.0,116.0,74.0,190.0,47.835099,-120.020326
-117.5772,47.498,94130,530123000000.0,2020-2021,WA,5301230,WA-32360,Cheney School District,Cheney High School,460 N SIXTH ST,,CHENEY,WA,99004,2297,(509)559-4000,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,31-Town: Fringe,Spokane County,572.0,441.0,131.0,,,,,,,,,,,371.0,348.0,332.0,333.0,,,,,,1384.0,1384.0,74.80000305,18.5,14.0,15.0,29.0,10.0,13.0,23.0,17.0,10.0,27.0,7.0,14.0,21.0,81.0,74.0,155.0,57.0,62.0,119.0,535.0,473.0,1008.0,47.498,-117.5772
-117.708,48.2801,94142,530126000000.0,2020-2021,WA,5301260,WA-33036,Chewelah School District,Jenkins Junior/Senior High,E. 702 Lincoln,,Chewelah,WA,99109,    ,(509)685-6800,No,No,Not Virtual,7,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,43-Rural: Remote,Stevens County,131.0,108.0,23.0,,,,,,,,,37.0,37.0,45.0,53.0,45.0,42.0,,,,,,259.0,259.0,19.79999924,13.08,2.0,2.0,4.0,,1.0,1.0,,,,1.0,,1.0,8.0,4.0,12.0,16.0,9.0,25.0,117.0,99.0,216.0,48.2801,-117.708
-122.7779,48.012,94146,530129000000.0,2020-2021,WA,5301290,WA-16049,Chimacum School District,Chimacum Junior/Senior High School,91 West Valley Rd,,Chimacum,WA,98325,    ,(360)302-5900,No,No,Supplemental Virtual,7,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,41-Rural: Fringe,Jefferson County,145.0,116.0,29.0,,,,,,,,,55.0,37.0,50.0,44.0,57.0,60.0,,,,,,303.0,303.0,14.02999973,21.6,,2.0,2.0,3.0,2.0,5.0,1.0,,1.0,1.0,,1.0,11.0,11.0,22.0,14.0,21.0,35.0,134.0,102.0,236.0,48.012,-122.7779
-117.0429,46.4105,94150,530132000000.0,2020-2021,WA,5301320,WA-02250,Clarkston School District,Charles Francis Adams High School,401 Chestnut St,,Clarkston,WA,99403,2673,(509)758-5591,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,23-Suburb: Small,Asotin County,421.0,351.0,70.0,,,,,,,,,,,227.0,205.0,194.0,189.0,,,,,,815.0,815.0,39.77000046,20.49,5.0,8.0,13.0,2.0,11.0,13.0,8.0,3.0,11.0,,,,34.0,28.0,62.0,16.0,23.0,39.0,352.0,325.0,677.0,46.4105,-117.0429
-120.9761,47.204942,94160,530135000000.0,2020-2021,WA,5301350,WA-19404,Cle Elum-Roslyn School District,Cle Elum Roslyn High School,2692 SR 903,,Cle Eum,WA,98922,8706,(509)649-4900,No,No,Not Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,32-Town: Distant,Kittitas County,78.0,59.0,19.0,,,,,,,,,,,63.0,56.0,62.0,51.0,,,,,,232.0,232.0,14.39999962,16.11,1.0,1.0,2.0,3.0,,3.0,1.0,,1.0,,,,18.0,14.0,32.0,4.0,7.0,11.0,99.0,83.0,182.0,47.204942,-120.976103
-122.5192,47.1576,94168,530141000000.0,2020-2021,WA,5301410,WA-27400,Clover Park School District,Clover Park High School,11023 Gravelly LK DR SW,,Lakewood,WA,98499,    ,(253)583-5500,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,13-City: Small,Pierce County,1016.0,893.0,123.0,,,,,,,,,,,388.0,360.0,323.0,276.0,,,,,,1347.0,1347.0,70.0,19.24,3.0,6.0,9.0,33.0,28.0,61.0,93.0,67.0,160.0,60.0,52.0,112.0,303.0,329.0,632.0,70.0,77.0,147.0,117.0,95.0,212.0,47.1576,-122.5192
-122.57564,47.16288,94175,530141000000.0,2020-2021,WA,5301410,WA-27400,Clover Park School District,Lakes High School,10320 Farwest DR SW,,Lakewood,WA,98498,1799,(253)583-5550,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,13-City: Small,Pierce County,555.0,424.0,131.0,,,,,,,,,,,334.0,306.0,310.0,270.0,,,,,,1220.0,1220.0,61.5,19.84,2.0,6.0,8.0,30.0,38.0,68.0,92.0,80.0,172.0,39.0,23.0,62.0,147.0,137.0,284.0,110.0,111.0,221.0,219.0,180.0,399.0,47.16288,-122.575635
-122.57564,47.16288,94185,530141000000.0,2020-2021,WA,5301410,WA-27400,Clover Park School District,Alfaretta House,10320 Farwest Drive SW,,Lakewood,WA,98499,    ,(253)583-5584,No,No,Not Virtual,11,12,High,1-Yes,1-Yes,1,Special education school,Currently operational ,13-City: Small,Pierce County,56.0,49.0,7.0,128.0,,,,,,,,,,,,0.0,22.0,,,,,,150.0,150.0,,-1.0,0.0,0.0,0.0,2.0,1.0,3.0,9.0,5.0,14.0,2.0,3.0,5.0,28.0,19.0,47.0,12.0,4.0,16.0,37.0,27.0,64.0,47.16288,-122.575635
-122.50593,47.174892,94189,530141000000.0,2020-2021,WA,5301410,WA-27400,Clover Park School District,General William H. Harrison Preparatory School,9103 Lakewood Dr SW,,Lakewood,WA,98499,    ,(253)583-5418,No,No,Not Virtual,6,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,13-City: Small,Pierce County,448.0,354.0,94.0,,,,,,,,145.0,140.0,137.0,110.0,86.0,65.0,58.0,,,,,,741.0,741.0,39.99000168,18.53,1.0,,1.0,25.0,19.0,44.0,27.0,25.0,52.0,7.0,6.0,13.0,149.0,174.0,323.0,42.0,52.0,94.0,101.0,113.0,214.0,47.174892,-122.505932
-122.51918,47.157633,94195,530141000000.0,2020-2021,WA,5301410,WA-27400,Clover Park School District,CPSD Open Doors Program,11023 Gravelly Lake Dr SW,,Lakewood,WA,98499,    ,(253)583-5525,No,No,Not Virtual,9,12,High,1-Yes,1-Yes,1,Alternative Education School,Currently operational ,13-City: Small,Pierce County,147.0,134.0,13.0,,,,,,,,,,,0.0,1.0,25.0,178.0,,,,,,204.0,204.0,4.5,45.33,0.0,1.0,1.0,3.0,1.0,4.0,14.0,5.0,19.0,11.0,11.0,22.0,58.0,24.0,82.0,16.0,16.0,32.0,22.0,21.0,43.0,47.157633,-122.519175
-117.3607,46.8923,94197,530144000000.0,2020-2021,WA,5301440,WA-38300,Colfax School District,Colfax High School,1110 N. Morton Street,,Colfax,WA,99111,2133,(509)397-4368,No,No,Not Virtual,7,12,High,1-Yes,2-No,1,Regular school,Currently operational ,32-Town: Distant,Whitman County,68.0,45.0,23.0,,,,,,,,,35.0,33.0,42.0,50.0,44.0,49.0,,,,,,253.0,253.0,16.86000061,15.01,1.0,,1.0,,1.0,1.0,,,,,,,4.0,5.0,9.0,12.0,7.0,19.0,117.0,106.0,223.0,46.8923,-117.3607
-118.38725,46.031023,94201,530147000000.0,2020-2021,WA,5301470,WA-36250,College Place School District,College Place High School,1755 S. College Avenue,,College Place,WA,99362,    ,(509)525-4827,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,23-Suburb: Small,Walla Walla County,255.0,215.0,40.0,,,,,,,,,,,125.0,130.0,129.0,123.0,,,,,,507.0,507.0,26.62000084,19.05,1.0,2.0,3.0,,2.0,2.0,,2.0,2.0,1.0,,1.0,109.0,108.0,217.0,18.0,10.0,28.0,131.0,122.0,253.0,46.031023,-118.387252
-119.0073,46.1999,94208,530159000000.0,2020-2021,WA,5301590,WA-36400,Columbia (Walla Walla) School District,Columbia High School,787 Maple Street,,BURBANK,WA,99323,    ,(509)545-8573,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,41-Rural: Fringe,Walla Walla County,108.0,86.0,22.0,,,,,,,,,,,67.0,46.0,50.0,47.0,,,,,,210.0,210.0,12.5,16.8,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,,,44.0,47.0,91.0,5.0,4.0,9.0,57.0,49.0,106.0,46.1999,-119.0073
-117.876,48.5449,94209,530163000000.0,2020-2021,WA,5301630,WA-33115,Colville School District,Colville Senior High School,154 Highway 20 E,,Colville,WA,99114,9246,(509)684-7800,No,No,Supplemental Virtual,9,12,High,1-Yes,2-No,1,Regular school,Currently operational ,33-Town: Remote,Stevens County,214.0,165.0,49.0,,,,,,,,,,,118.0,143.0,135.0,111.0,,,,,,507.0,507.0,25.0,20.28,2.0,4.0,6.0,,1.0,1.0,1.0,,1.0,,,,8.0,16.0,24.0,24.0,9.0,33.0,221.0,220.0,441.0,48.5449,-117.876
-121.7597,48.5323,94217,530166000000.0,2020-2021,WA,5301660,WA-29011,Concrete School District,Concrete High School,7830 S. Superior Avenue,,Concrete,WA,98237,9340,(360)853-4015,No,No,Not Virtual,7,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,42-Rural: Distant,Skagit County,152.0,151.0,1.0,,,,,,,,,30.0,40.0,45.0,20.0,29.0,39.0,,,,,,203.0,203.0,13.22999954,15.34,1.0,2.0,3.0,2.0,,2.0,,,,,,,10.0,8.0,18.0,,2.0,2.0,99.0,77.0,176.0,48.5323,-121.7597
-122.68479,48.206754,94222,530180000000.0,2020-2021,WA,5301800,WA-15204,Coupeville School District,Coupeville High School,501 South Main Street,,Coupeville,WA,98239,3516,(360)678-2413,No,No,Not Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,41-Rural: Fringe,Island County,73.0,63.0,10.0,,,,,,,,,,,77.0,94.0,53.0,61.0,,,,,,285.0,285.0,15.89999962,17.92,,,,2.0,3.0,5.0,1.0,1.0,2.0,1.0,,1.0,20.0,15.0,35.0,21.0,18.0,39.0,83.0,120.0,203.0,48.206754,-122.684785
-117.2988,48.337,94235,530192000000.0,2020-2021,WA,5301920,WA-26059,Cusick School District,Cusick Jr Sr High School,305 MONUMENTAL WAY,,CUSICK,WA,99119,    ,(509)445-1125,No,No,Not Virtual,6,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,43-Rural: Remote,Pend Oreille County,98.0,90.0,8.0,,,,,,,,14.0,18.0,21.0,20.0,15.0,24.0,15.0,,,,,,127.0,127.0,9.460000038,13.42,27.0,17.0,44.0,,,,,,,,,,6.0,5.0,11.0,12.0,10.0,22.0,28.0,22.0,50.0,48.337,-117.2988
-121.6029,48.2475,94240,530198000000.0,2020-2021,WA,5301980,WA-31330,Darrington School District,Darrington High School,1085 FIR STREET,,DARRINGTON,WA,98241,27,(360)436-1140,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,42-Rural: Distant,Snohomish County,58.0,49.0,9.0,,,,,,,,,,,26.0,31.0,33.0,29.0,,,,,,119.0,119.0,7.650000095,15.56,2.0,2.0,4.0,,,,,,,,,,4.0,5.0,9.0,8.0,4.0,12.0,43.0,51.0,94.0,48.2475,-121.6029
-118.15018,47.651475,94242,530201000000.0,2020-2021,WA,5302010,WA-22207,Davenport School District,Davenport Senior High School,801 7TH STREET,,DAVENPORT,WA,99122,    ,(509)725-4021,No,No,Not Virtual,6,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,42-Rural: Distant,Lincoln County,125.0,83.0,42.0,,,,,,,,45.0,44.0,36.0,43.0,44.0,45.0,40.0,,,,,,297.0,297.0,18.01000023,16.49,3.0,6.0,9.0,2.0,,2.0,,,,,1.0,1.0,6.0,4.0,10.0,10.0,7.0,17.0,127.0,131.0,258.0,47.651475,-118.150178
-117.97426,46.316329,94246,530204000000.0,2020-2021,WA,5302040,WA-07002,Dayton School District,Dayton High School,614 S Third Street,,Dayton,WA,99328,1599,(509)382-4775,No,No,Not Virtual,9,12,High,2-No,N,1,Regular school,Currently operational ,32-Town: Distant,Columbia County,53.0,44.0,9.0,,,,,,,,,,,33.0,21.0,24.0,33.0,,,,,,111.0,111.0,9.859999657,11.26,2.0,2.0,4.0,,2.0,2.0,1.0,,1.0,,,,11.0,8.0,19.0,1.0,1.0,2.0,43.0,40.0,83.0,46.316329,-117.974256
-117.4569,47.9462,94252,530207000000.0,2020-2021,WA,5302070,WA-32414,Deer Park School District,Deer Park High School,S. 800 Weber Road,,Deer Park,WA,99006,550,(509)464-5900,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,41-Rural: Fringe,Spokane County,318.0,239.0,79.0,,,,,,,,,,,144.0,175.0,159.0,191.0,,,,,,669.0,669.0,34.81000137,19.22,9.0,7.0,16.0,5.0,4.0,9.0,6.0,3.0,9.0,,1.0,1.0,20.0,16.0,36.0,2.0,,2.0,289.0,307.0,596.0,47.9462,-117.4569
-117.1943,47.7026,94260,530228000000.0,2020-2021,WA,5302280,WA-32361,East Valley School District (Spokane),East Valley High School,15711 E Wellesley Ave,,Spokane Valley,WA,99216,1596,(509)927-3200,No,No,Supplemental Virtual,9,12,High,1-Yes,1-Yes,1,Regular school,Currently operational ,12-City: Mid-size,Spokane County,376.0,299.0,77.0,,,,,,,,,,,199.0,211.0,206.0,205.0,,,,,,821.0,821.0,49.40999985,16.62,7.0,5.0,12.0,6.0,8.0,14.0,7.0,3.0,10.0,7.0,4.0,11.0,46.0,38.0,84.0,23.0,22.0,45.0,322.0,323.0,645.0,47.7026,-117.1943
-120.2729,47.4111,94270,530231000000.0,2020-2021,WA,5302310,WA-09206,Eastmont School District,Eastmont Senior High,955 3rd Street NE,,East Wenatchee,WA,98802,4999,(509)884-6665,No,No,Supplemental Virtual,10,12,High,1-Yes,2-No,1,Regular school,Currently operational ,23-Suburb: Small,Douglas County,752.0,590.0,162.0,,,,,,,,,,,1.0,452.0,449.0,484.0,,,,,,1386.0,1386.0,67.25,20.61,4.0,1.0,5.0,8.0,1.0,9.0,4.0,1.0,5.0,1.0,,1.0,363.0,324.0,687.0,18.0,19.0,37.0,307.0,335.0,642.0,47.4111,-120.2729
